round,newCanonicalTipHeight,commonAncestorHeight,oldCanonicalTipHeights,replacingChainBlocks
156,22,20,21;21,21:10|22:10
156,23,20,22,21:8|22:8|23:14
157,5,3,4,4:0|5:1
157,7,5,6,6:2|7:3
157,9,7,8,8:4|9:5
157,17,15,16;16,16:6|17:7
157,23,21,22;22,22:8|23:3
157,23,21,22;22,22:8|23:9
157,24,22,23,23:9|24:9
158,4,2,3,3:0|4:1
158,6,4,5,5:2|6:3
158,6,4,5,5:2|6:4
158,6,4,5,5:5|6:6
158,7,4,6;6,5:2|6:3|7:7
158,16,14,15,15:6|16:6
158,16,14,15;15,15:6|16:6
158,16,14,15;15;15,15:6|16:6
158,16,14,15;15;15;15,15:6|16:6
158,19,17,18,18:8|19:9
158,22,20,21,21:10|22:11
159,3,1,2;2,2:0|3:0
159,3,1,2,2:0|3:0
159,3,1,2;2;2,2:0|3:0
159,5,3,4,4:1|5:2
159,5,3,4,4:1|5:3
159,6,4,5,5:2|6:4
159,8,6,7,7:5|8:6
159,10,8,9,9:7|10:8
159,10,8,9,9:7|10:9
159,10,8,9,9:7|10:10
159,11,9,10;10,10:8|11:11
159,13,11,12,12:0|13:0
159,18,16,17,17:12|18:13
159,18,16,17,17:12|18:0
159,18,16,17,17:12|18:9
159,19,17,18;18,18:13|19:8
159,19,17,18;18,18:0|19:0
159,20,17,19,18:13|19:8|20:14
159,23,21,22,22:15|23:16
159,25,23,24,24:17|25:2
160,3,1,2,2:0|3:0
160,3,1,2;2,2:0|3:0
160,7,5,6,6:1|7:2
160,9,7,8,8:3|9:4
160,11,9,10,10:5|11:3
160,18,16,17,17:6|18:6
160,18,16,17;17,17:6|18:6
160,18,16,17;17;17,17:6|18:6
160,20,18,19,19:7|20:8
160,21,19,20,20:8|21:9
160,21,19,20,20:8|21:6
160,22,20,21,21:9|22:10
160,22,20,21,21:9|22:11
160,23,21,22,22:11|23:8
161,4,2,3,3:0|4:0
161,4,2,3;3,3:0|4:0
161,4,2,3;3;3,3:0|4:0
161,4,2,3;3;3;3,3:0|4:0
161,6,4,5;5,5:1|6:2
161,6,4,5;5,5:0|6:3
161,6,4,5;5,5:0|6:4
161,7,4,6,5:0|6:3|7:3
161,7,4,6;6,5:0|6:3|7:3
161,9,7,8;8,8:5|9:6
161,13,11,12,12:7|13:8
161,13,11,12,12:7|13:0
161,14,12,13,13:8|14:9
161,17,15,16;16,16:10|17:7
161,17,15,16;16,16:3|17:4
161,18,15,17,16:10|17:7|18:11
161,18,15,17,16:10|17:7|18:0
161,18,15,17,16:10|17:7|18:3
161,18,15,17,16:10|17:7|18:12
161,19,17,18;18;18,18:0|19:13
161,21,19,20,20:14|21:15
161,24,22,23,23:16|24:13
161,24,22,23,23:0|24:3
161,24,22,23,23:0|24:4
161,25,22,24;24,23:16|24:13|25:17
162,9,7,8,8:0|9:1
162,9,7,8,8:0|9:2
162,9,7,8,8:3|9:3
162,10,8,9,9:1|10:4
162,10,7,9;9,8:0|9:1|10:4
162,14,12,13,13:5|14:6
162,17,15,16,16:7|17:8
162,20,18,19,19:6|20:9
162,20,18,19,19:6|20:10
162,21,19,20,20:9|21:11
163,4,2,3,3:0|4:1
163,4,2,3,3:2|4:3
163,5,2,4,3:0|4:1|5:4
163,7,5,6,6:5|7:5
163,10,8,9,9:6|10:7
163,14,12,13,13:8|14:9
163,14,12,13;13,13:8|14:9
163,20,18,19;19,19:10|20:7
163,20,18,19;19,19:11|20:2
163,21,18,20,19:11|20:2|21:2
163,23,21,22,22:12|23:13
164,3,1,2,2:0|3:0
164,3,1,2;2,2:0|3:0
164,9,7,8;8,8:1|9:2
164,9,7,8,8:3|9:3
164,9,7,8;8,8:3|9:3
164,10,7,9,8:1|9:2|10:4
164,10,7,9,8:1|9:2|10:5
164,11,9,10,10:4|11:6
164,11,9,10,10:5|11:0
164,12,9,11,10:4|11:6|12:7
164,14,12,13,13:8|14:9
164,16,14,15;15,15:10|16:2
164,16,14,15;15,15:10|16:8
164,16,14,15;15,15:0|16:3
164,17,14,16;16,15:10|16:2|17:4
164,17,14,16;16,15:0|16:3|17:5
164,18,14,17,15:10|16:2|17:4|18:11
164,20,18,19,19:12|20:13
164,20,18,19,19:12|20:14
164,20,18,19,19:12|20:0
164,21,19,20,20:14|21:15
164,21,19,20;20,20:14|21:15
164,23,21,22,22:16|23:15
165,3,1,2,2:0|3:1
165,3,1,2,2:0|3:2
165,3,1,2,2:0|3:3
165,4,2,3,3:2|4:2
165,4,2,3;3,3:2|4:2
165,9,7,8,8:4|9:5
165,12,10,11,11:6|12:7
165,16,14,15,15:4|16:8
165,16,14,15,15:9|16:3
165,16,14,15,15:9|16:10
165,17,14,16;16,15:4|16:8|17:11
165,21,19,20,20:12|21:13
165,21,19,20,20:9|21:3
165,22,19,21,20:12|21:13|22:2
165,24,22,23,23:14|24:15
166,4,2,3;3,3:0|4:1
166,4,2,3,3:0|4:1
166,10,8,9,9:2|10:3
166,12,10,11;11,11:4|12:5
166,16,14,15,15:6|16:7
166,16,14,15,15:6|16:8
166,16,14,15,15:6|16:9
166,17,15,16,16:9|17:9
166,17,15,16;16,16:9|17:9
166,20,18,19,19:10|20:11
166,22,20,21,21:12|22:13
167,3,1,2,2:0|3:1
167,3,1,2,2:2|3:3
167,3,1,2,2:2|3:4
167,3,1,2,2:2|3:2
167,4,1,3;3;3,2:0|3:1|4:5
167,4,1,3;3;3,2:0|3:1|4:3
167,4,1,3;3;3,2:0|3:1|4:2
167,5,3,4;4,4:5|5:6
167,5,3,4;4,4:3|5:2
167,5,3,4;4,4:3|5:7
167,6,3,5;5,4:5|5:6|6:8
167,6,3,5;5,4:5|5:6|6:4
167,7,5,6,6:8|7:9
167,9,7,8,8:10|9:11
167,11,9,10,10:12|11:13
167,11,9,10,10:12|11:2
167,11,9,10,10:12|11:4
167,12,10,11,11:13|12:14
167,12,10,11;11,11:13|12:14
167,14,12,13,13:2|14:2
167,14,12,13;13,13:2|14:2
167,14,12,13;13,13:15|14:16
167,14,12,13,13:15|14:16
167,14,12,13;13;13,13:2|14:2
167,15,12,14,13:2|14:2|15:2
167,14,12,13;13;13,13:15|14:16
167,14,12,13;13;13;13,13:15|14:16
167,14,12,13;13;13;13,13:2|14:2
167,19,17,18,18:17|19:18
167,20,18,19,19:4|20:19
167,20,18,19,19:4|20:7
167,20,18,19,19:4|20:4
167,21,19,20;20,20:19|21:20
167,23,21,22,22:21|23:22
167,23,21,22,22:21|23:23
167,23,21,22,22:21|23:3
167,24,22,23;23,23:23|24:24
167,24,22,23;23,23:3|24:2
167,25,22,24,23:23|24:24|25:25
168,4,2,3,3:0|4:1
168,7,5,6;6,6:2|7:3
168,7,5,6;6,6:2|7:4
168,8,6,7,7:3|8:5
168,10,8,9,9:6|10:6
168,15,13,14,14:7|15:2
168,15,13,14,14:7|15:8
168,16,14,15,15:2|16:9
168,16,14,15,15:2|16:10
168,17,15,16,16:9|17:11
168,19,17,18,18:12|19:13
168,21,19,20;20,20:1|21:14
168,21,19,20;20,20:15|21:4
168,21,19,20;20,20:15|21:10
168,22,19,21;21,20:1|21:14|22:2
168,22,19,21;21,20:1|21:14|22:4
168,23,21,22,22:4|23:4
169,7,5,6,6:0|7:1
169,7,5,6,6:2|7:3
169,8,5,7,6:0|7:1|8:4
169,8,5,7,6:2|7:3|8:3
169,9,5,8,6:0|7:1|8:4|9:5
169,9,5,8,6:0|7:1|8:4|9:6
169,10,8,9,9:5|10:7
169,12,10,11;11,11:8|12:8
169,15,13,14,14:9|15:10
169,17,15,16;16,16:11|17:1
169,21,19,20,20:12|21:1
169,21,19,20,20:6|21:3
169,21,19,20,20:12|21:13
169,21,19,20,20:12|21:2
169,22,19,21;21;21,20:12|21:1|22:14
169,22,19,21;21;21,20:12|21:2|22:2
169,23,20,22,21:1|22:14|23:11
169,23,20,22,21:1|22:14|23:6
169,23,20,22,21:2|22:2|23:2
169,24,20,23;23,21:1|22:14|23:11|24:15
169,24,20,23;23,21:1|22:14|23:6|24:13
169,24,20,23;23,21:1|22:14|23:6|24:6
170,4,2,3,3:0|4:1
170,5,2,4,3:0|4:1|5:2
170,6,4,5,5:2|6:3
170,9,7,8,8:4|9:4
170,9,7,8;8,8:4|9:4
170,16,14,15;15,15:5|16:6
170,19,17,18,18:4|19:4
170,24,22,23,23:0|24:7
171,6,4,5,5:0|6:1
171,9,7,8,8:2|9:3
171,11,9,10,10:4|11:4
171,12,9,11,10:5|11:6|12:7
171,12,9,11,10:4|11:4|12:4
171,13,9,12,10:5|11:6|12:7|13:8
171,13,9,12,10:4|11:4|12:4|13:9
171,14,9,13,10:5|11:6|12:7|13:8|14:10
171,16,14,15;15,15:11|16:12
171,20,18,19,19:13|20:13
171,20,18,19;19,19:13|20:13
171,20,18,19;19;19,19:13|20:13
171,20,18,19;19;19;19,19:13|20:13
171,22,20,21,21:0|22:0
171,25,23,24,24:14|25:15
172,5,3,4,4:0|5:1
172,7,5,6,6:2|7:3
172,7,5,6;6,6:2|7:3
172,7,5,6;6;6,6:2|7:3
172,10,8,9;9,9:4|10:5
172,10,8,9;9,9:4|10:6
172,11,9,10,10:6|11:6
172,14,12,13;13,13:7|14:7
172,16,14,15,15:8|16:8
172,16,14,15;15,15:8|16:8
172,16,14,15,15:9|16:9
172,16,14,15;15;15,15:9|16:9
172,16,14,15;15;15,15:8|16:8
172,16,14,15;15;15;15,15:8|16:8
172,16,14,15;15,15:9|16:9
172,16,14,15;15;15;15,15:9|16:9
172,17,14,16,15:9|16:9|17:9
172,24,22,23,23:10|24:10
172,24,22,23;23,23:10|24:10
173,6,4,5,5:0|6:1
173,10,8,9,9:2|10:3
173,16,14,15;15;15,15:4|16:4
173,16,14,15;15,15:4|16:4
173,16,14,15,15:4|16:4
173,18,16,17,17:5|18:6
173,18,16,17,17:5|18:7
173,19,17,18,18:6|19:8
173,19,17,18,18:6|19:4
173,20,18,19,19:8|20:5
173,20,18,19,19:8|20:9
173,21,19,20,20:9|21:10
173,23,21,22,22:11|23:12
174,3,1,2,2:0|3:1
174,6,4,5,5:2|6:2
174,8,6,7,7:3|8:4
174,11,9,10,10:5|11:6
174,17,15,16;16,16:7|17:8
174,17,15,16;16,16:7|17:9
174,17,15,16;16,16:7|17:10
174,18,16,17;17,17:9|18:4
174,18,16,17;17,17:9|18:11
174,19,17,18,18:11|19:12
174,22,20,21,21:13|22:14
174,22,20,21,21:15|22:2
174,22,20,21,21:15|22:15
174,22,20,21,21:15|22:16
174,23,20,22;22;22,21:13|22:14|23:17
174,25,23,24;24,24:18|25:19
175,4,2,3,3:0|4:0
175,8,6,7,7:1|8:1
175,8,6,7;7,7:1|8:1
175,10,8,9,9:2|10:3
175,10,8,9;9,9:2|10:3
175,13,11,12,12:4|13:5
175,13,11,12,12:6|13:6
175,14,11,13,12:6|13:6|14:6
175,16,14,15;15,15:6|16:6
175,16,14,15,15:6|16:6
175,21,19,20;20,20:7|21:0
176,4,2,3,3:0|4:1
176,6,4,5,5:2|6:3
176,9,7,8;8,8:4|9:3
176,19,17,18;18;18,18:5|19:4
176,21,19,20,20:6|21:7
176,21,19,20,20:8|21:9
176,22,19,21,20:6|21:7|22:10
177,3,1,2,2:0|3:1
177,5,3,4,4:2|5:2
177,5,3,4;4,4:2|5:2
177,5,3,4;4;4,4:2|5:2
177,8,6,7,7:3|8:4
177,10,8,9;9,9:2|10:2
177,10,8,9,9:2|10:2
177,10,8,9;9;9,9:2|10:2
177,13,11,12,12:5|13:6
177,13,11,12,12:7|13:2
177,14,11,13,12:5|13:6|14:0
177,14,11,13,12:7|13:2|14:2
177,15,11,14,12:5|13:6|14:0|15:8
177,18,16,17,17:9|18:10
177,21,19,20;20,20:11|21:12
177,24,22,23,23:13|24:13
178,5,3,4;4,4:0|5:1
178,5,3,4;4,4:2|5:2
178,6,3,5,4:0|5:1|6:3
178,8,6,7,7:4|8:4
178,10,8,9,9:5|10:0
178,10,8,9,9:5|10:2
178,11,9,10,10:0|11:6
178,11,9,10,10:0|11:7
178,12,10,11,11:6|12:8
178,14,12,13;13,13:9|14:10
178,16,14,15;15,15:11|16:11
178,16,14,15,15:11|16:11
178,24,22,23,23:12|24:13
179,3,1,2,2:0|3:1
179,3,1,2;2,2:2|3:2
179,3,1,2,2:2|3:2
179,3,1,2;2;2,2:2|3:2
179,3,1,2;2,2:0|3:1
179,4,1,3,2:0|3:1|4:3
179,4,1,3,2:0|3:1|4:4
179,5,3,4,4:4|5:4
179,7,5,6;6,6:5|7:6
179,7,5,6,6:5|7:6
179,10,8,9,9:7|10:8
179,10,8,9,9:7|10:4
179,10,8,9,9:9|10:9
179,11,8,10;10,9:7|10:8|11:10
179,18,16,17;17,17:11|18:12
179,20,18,19,19:8|20:13
180,14,12,13;13,13:0|14:1
180,18,16,17;17;17,17:2|18:3
180,24,22,23,23:4|24:0
180,24,22,23,23:4|24:5
180,25,23,24,24:0|25:6
181,4,2,3;3,3:0|4:1
181,4,2,3;3,3:2|4:3
181,4,2,3;3,3:2|4:4
181,5,2,4;4,3:0|4:1|5:5
181,9,7,8,8:6|9:7
181,9,7,8,8:8|9:3
181,9,7,8,8:8|9:2
181,10,7,9;9,8:6|9:7|10:9
181,12,10,11,11:10|12:11
181,19,17,18,18:12|19:13
181,22,20,21;21;21,21:5|22:14
181,25,23,24,24:15|25:16
182,3,1,2,2:0|3:1
182,5,3,4,4:2|5:3
182,9,7,8;8,8:4|9:5
182,9,7,8;8,8:6|9:7
182,10,7,9,8:4|9:5|10:6
182,12,10,11;11;11,11:8|12:9
182,12,10,11;11;11,11:10|12:7
182,12,10,11;11;11,11:10|12:11
182,13,10,12;12,11:8|12:9|13:12
182,15,13,14,14:13|15:14
182,15,13,14,14:7|15:10
182,16,13,15,14:13|15:14|16:15
182,16,13,15,14:7|15:10|16:16
182,17,13,16,14:7|15:10|16:16|17:16
182,19,17,18;18,18:11|19:11
182,19,17,18,18:11|19:11
182,21,19,20,20:17|21:18
183,3,1,2;2;2,2:0|3:1
183,3,1,2;2;2,2:2|3:3
183,4,1,3,2:0|3:1|4:4
183,14,12,13,13:5|14:6
183,14,12,13,13:5|14:7
183,15,13,14,14:7|15:8
183,15,13,14,14:7|15:9
183,15,13,14,14:7|15:10
183,16,14,15;15,15:8|16:11
183,16,14,15;15,15:9|16:12
183,17,14,16,15:8|16:11|17:13
183,17,14,16,15:9|16:12|17:10
183,18,14,17,15:8|16:11|17:13|18:14
183,20,18,19;19;19,19:15|20:16
183,20,18,19;19;19,19:3|20:10
183,21,18,20,19:3|20:10|21:10
183,23,21,22,22:17|23:18
183,23,21,22,22:17|23:3
183,24,22,23,23:3|24:3
184,5,3,4,4:0|5:1
184,7,5,6,6:2|7:3
184,7,5,6,6:4|7:4
184,7,5,6,6:4|7:5
184,8,5,7,6:4|7:5|8:5
184,8,5,7;7,6:4|7:5|8:5
184,12,10,11,11:6|12:7
184,15,13,14,14:8|15:9
184,15,13,14,14:8|15:10
184,16,14,15,15:9|16:9
184,20,18,19,19:11|20:12
184,23,21,22;22,22:13|23:14
184,23,21,22;22,22:13|23:15
184,23,21,22;22,22:13|23:4
184,24,22,23,23:15|24:15
184,23,21,22;22,22:13|23:10
184,24,22,23,23:4|24:4
184,24,22,23;23,23:15|24:15
184,24,22,23;23,23:4|24:4
184,25,22,24,23:15|24:15|25:16
185,3,1,2,2:0|3:1
185,6,4,5,5:2|6:2
185,6,4,5;5,5:2|6:2
185,6,4,5;5;5,5:2|6:2
185,6,4,5;5;5;5,5:2|6:2
185,9,7,8,8:3|9:4
185,11,9,10,10:2|11:2
185,13,11,12,12:5|13:6
185,13,11,12,12:5|13:7
185,14,12,13,13:7|14:8
185,14,12,13,13:7|14:9
185,15,13,14,14:8|15:10
185,18,16,17,17:11|18:3
185,18,16,17,17:12|18:9
185,18,16,17,17:12|18:13
185,19,16,18;18,17:11|18:3|19:14
185,21,19,20,20:15|21:16
185,23,21,22,22:13|23:13
185,23,21,22;22,22:13|23:13
185,25,23,24,24:17|25:18
186,5,3,4;4,4:0|5:1
186,7,5,6;6,6:0|7:2
186,9,7,8;8,8:3|9:3
186,9,7,8,8:3|9:3
186,12,10,11,11:4|12:5
186,14,12,13,13:6|14:7
186,17,15,16,16:8|17:9
186,19,17,18,18:10|19:11
186,21,19,20;20,20:12|21:12
186,21,19,20,20:12|21:12
187,5,3,4,4:0|5:1
187,8,6,7,7:2|8:3
187,11,9,10;10,10:4|11:5
187,11,9,10;10,10:4|11:6
187,12,10,11,11:5|12:7
187,12,10,11,11:5|12:8
187,13,11,12,12:7|13:9
187,16,14,15,15:10|16:11
187,18,16,17,17:8|18:8
187,18,16,17;17,17:8|18:8
187,20,18,19,19:5|20:12
187,23,21,22,22:13|23:14
187,23,21,22,22:15|23:6
187,24,21,23,22:15|23:6|24:6
188,6,4,5,5:0|6:1
188,8,6,7,7:1|8:2
188,16,14,15;15,15:3|16:4
188,22,20,21,21:5|22:6
188,22,20,21,21:7|22:8
188,23,20,22,21:5|22:6|23:9
188,25,23,24,24:10|25:11
189,3,1,2,2:0|3:0
189,3,1,2,2:1|3:1
189,3,1,2;2,2:0|3:0
189,3,1,2;2;2,2:0|3:0
189,3,1,2;2;2,2:1|3:1
189,4,1,3,2:1|3:1|4:2
189,4,1,3,2:1|3:1|4:3
189,5,3,4,4:2|5:4
189,5,3,4,4:2|5:0
189,5,3,4,4:2|5:1
189,6,4,5;5,5:4|6:5
189,8,6,7,7:3|8:6
189,8,6,7,7:3|8:7
189,8,6,7,7:3|8:3
189,8,6,7,7:3|8:0
189,9,7,8;8;8,8:6|9:8
189,9,7,8;8;8,8:7|9:1
189,10,7,9,8:6|9:8|10:9
189,12,10,11,11:10|12:11
189,12,10,11,11:3|12:1
189,13,10,12,11:10|12:11|13:12
189,13,10,12,11:3|12:1|13:1
189,14,10,13,11:10|12:11|13:12|14:3
189,17,15,16,16:1|17:13
189,17,15,16,16:14|17:7
189,18,15,17,16:14|17:7|18:7
189,17,15,16,16:14|17:0
189,18,15,17;17,16:14|17:7|18:7
189,21,19,20,20:15|21:16
189,21,19,20,20:0|21:0
189,22,19,21,20:15|21:16|22:17
190,3,1,2,2:0|3:1
190,3,1,2,2:2|3:3
190,4,1,3,2:0|3:1|4:4
190,4,1,3,2:0|3:1|4:5
190,5,3,4,4:5|5:6
190,5,3,4,4:5|5:7
190,6,4,5,5:6|6:8
190,9,7,8,8:6|9:9
190,11,9,10;10,10:10|11:11
190,14,12,13;13;13,13:4|14:12
190,14,12,13;13;13,13:3|14:2
190,15,12,14,13:4|14:12|15:13
190,15,12,14,13:4|14:12|15:7
190,15,12,14,13:4|14:12|15:3
190,16,14,15;15,15:13|16:5
190,22,20,21,21:14|22:15
190,22,20,21,21:14|22:16
190,23,21,22,22:16|23:16
191,3,1,2,2:0|3:1
191,5,3,4;4,4:2|5:3
191,5,3,4;4,4:2|5:4
191,5,3,4;4,4:2|5:5
191,5,3,4;4,4:2|5:6
191,5,3,4;4,4:2|5:7
191,5,3,4;4,4:2|5:8
191,6,4,5;5,5:6|6:6
191,6,4,5,5:6|6:6
191,6,4,5;5;5,5:6|6:6
191,6,4,5;5;5;5,5:6|6:6
191,6,4,5;5;5;5;5,5:6|6:6
191,8,6,7,7:5|8:5
191,8,6,7;7,7:5|8:5
191,8,6,7;7;7,7:5|8:5
191,8,6,7;7,7:6|8:6
191,9,6,8,7:6|8:6|9:6
191,10,6,9,7:5|8:5|9:5|10:5
191,11,6,10;10,7:6|8:6|9:6|10:9|11:10
191,11,6,10;10,7:6|8:6|9:6|10:9|11:5
191,12,10,11,11:10|12:11
191,12,10,11,11:5|12:5
191,13,10,12,11:10|12:11|13:12
191,16,14,15,15:13|16:14
191,20,18,19,19:15|20:16
191,22,20,21,21:17|22:18
191,22,20,21,21:8|22:8
191,23,20,22,21:17|22:18|23:19
192,3,1,2,2:0|3:1
192,3,1,2,2:0|3:2
192,3,1,2,2:0|3:3
192,3,1,2,2:0|3:4
192,3,1,2,2:5|3:5
192,4,1,3;3;3;3,2:0|3:1|4:6
192,4,1,3;3;3;3,2:5|3:5|4:4
192,5,1,4,2:0|3:1|4:6|5:7
192,5,1,4,2:5|3:5|4:4|5:5
192,6,1,5,2:0|3:1|4:6|5:7|6:8
192,8,6,7;7;7,7:9|8:10
192,8,6,7;7;7,7:9|8:11
192,8,6,7;7;7,7:4|8:3
192,9,6,8;8,7:9|8:11|9:12
192,11,9,10,10:13|11:14
192,12,9,11,10:13|11:14|12:15
192,14,12,13,13:16|14:7
192,14,12,13,13:16|14:5
192,14,12,13,13:16|14:3
192,15,13,14;14,14:7|15:6
192,17,15,16,16:4|17:4
192,19,17,18;18,18:17|19:18
192,21,19,20,20:19|21:20
192,23,21,22;22,22:21|23:22
192,23,21,22;22,22:23|23:20
192,24,21,23,22:21|23:22|24:24
192,24,21,23,22:21|23:22|24:25
192,24,21,23,22:21|23:22|24:3
192,24,21,23,22:21|23:22|24:4
192,25,23,24;24;24,24:25|25:26
193,3,1,2,2:0|3:0
193,3,1,2,2:1|3:1
193,3,1,2;2,2:0|3:0
193,3,1,2;2,2:1|3:1
193,4,1,3,2:0|3:0|4:2
193,4,1,3,2:0|3:0|4:3
193,5,3,4,4:2|5:4
193,8,6,7;7,7:5|8:6
193,10,8,9,9:7|10:8
193,10,8,9,9:7|10:9
193,11,9,10,10:9|11:10
193,11,9,10,10:9|11:3
193,11,9,10,10:8|11:0
193,11,9,10,10:8|11:11
193,12,9,11;11;11,10:9|11:10|12:8
193,16,14,15,15:12|16:13
193,16,14,15,15:12|16:0
193,17,15,16,16:13|17:14
193,17,15,16,16:13|17:1
193,18,16,17,17:14|18:15
193,20,18,19,19:7|20:16
193,24,22,23;23,23:17|24:5
194,3,1,2,2:0|3:1
194,8,6,7,7:2|8:3
194,8,6,7,7:2|8:4
194,9,7,8,8:3|9:5
194,11,9,10,10:6|11:7
194,11,9,10,10:8|11:8
194,12,9,11,10:6|11:7|12:9
194,14,12,13,13:10|14:10
194,14,12,13;13,13:10|14:10
194,16,14,15,15:11|16:12
194,18,16,17,17:13|18:14
194,18,16,17,17:13|18:8
194,18,16,17,17:15|18:15
194,19,16,18;18,17:13|18:14|19:16
194,19,16,18;18,17:15|18:15|19:17
194,20,16,19,17:13|18:14|19:16|20:11
195,7,5,6,6:0|7:1
195,7,5,6,6:0|7:2
195,8,6,7,7:2|8:3
195,8,6,7,7:2|8:4
195,9,7,8,8:3|9:5
195,14,12,13,13:6|14:7
195,16,14,15;15,15:8|16:9
195,16,14,15;15,15:8|16:10
195,16,14,15;15,15:8|16:11
195,17,15,16;16,16:10|17:12
195,17,15,16;16,16:10|17:11
195,17,15,16;16,16:10|17:13
195,17,15,16;16,16:10|17:4
195,18,16,17,17:11|18:11
195,18,16,17,17:4|18:4
195,18,16,17;17,17:11|18:11
195,18,16,17,17:13|18:13
195,19,16,18,17:13|18:13|19:13
195,18,16,17;17,17:4|18:4
195,19,16,18,17:4|18:4|19:4
195,18,16,17;17;17,17:11|18:11
195,18,16,17;17,17:13|18:13
195,18,16,17;17;17,17:4|18:4
195,20,16,19,17:13|18:13|19:13|20:14
195,22,20,21;21,21:4|22:4
195,22,20,21,21:4|22:4
195,24,22,23,23:15|24:16
196,5,3,4;4;4,4:0|5:1
196,5,3,4;4;4,4:2|5:3
196,5,3,4;4;4,4:2|5:4
196,6,3,5;5,4:0|5:1|6:5
196,11,9,10,10:6|11:7
196,13,11,12;12,12:8|13:9
196,13,11,12;12,12:2|13:10
196,14,11,13,12:8|13:9|14:11
196,21,19,20;20,20:12|21:13
196,23,21,22,22:10|23:10
197,4,2,3;3,3:0|4:1
197,7,5,6,6:2|7:2
197,7,5,6;6,6:2|7:2
197,7,5,6;6;6,6:2|7:2
197,14,12,13,13:3|14:4
197,16,14,15;15,15:5|16:6
197,20,18,19,19:7|20:8
197,24,22,23,23:9|24:10
197,24,22,23,23:2|24:2
197,25,22,24,23:9|24:10|25:11
198,4,2,3,3:0|4:0
198,4,2,3;3,3:0|4:0
198,4,2,3;3;3,3:0|4:0
198,9,7,8,8:1|9:2
198,11,9,10,10:3|11:3
198,11,9,10;10,10:3|11:3
198,13,11,12,12:4|13:5
198,18,16,17,17:6|18:7
198,18,16,17,17:0|18:0
198,19,16,18,17:6|18:7|19:8
198,19,16,18,17:6|18:7|19:2
198,19,16,18,17:0|18:0|19:0
198,20,16,19;19,17:6|18:7|19:8|20:9
199,3,1,2,2:0|3:1
199,5,3,4,4:2|5:3
199,5,3,4,4:4|5:5
199,6,3,5,4:2|5:3|6:6
199,10,8,9,9:7|10:0
199,10,8,9;9,9:7|10:0
199,12,10,11,11:8|12:9
199,12,10,11,11:10|12:10
199,13,10,12,11:8|12:9|13:11
199,15,13,14,14:5|15:5
199,15,13,14;14,14:5|15:5
199,15,13,14;14;14,14:5|15:5
199,22,20,21,21:12|22:8
199,25,23,24,24:13|25:14
